City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,abu dhabi,24.4667,54.3667,23.87,65,0,1.03,AE,1669867552
275,xining,36.6167,101.7667,-6.19,34,100,1.16,CN,1669867552
276,lingao,19.9103,109.6859,21.07,86,100,8.85,CN,1669867552
277,hami,42.8,93.45,-8.21,14,36,2.18,CN,1669867553
278,thinadhoo,0.5333,72.9333,27.11,65,29,2.88,MV,1669867553
279,arlit,18.7369,7.3853,18.64,27,4,3.01,NE,1669867554
280,kaduqli,11.0167,29.7167,22.91,28,48,3.07,SD,1669867554
281,saskylakh,71.9167,114.0833,-36.26,99,91,2.74,RU,1669867359
282,griffith,41.5284,-87.4237,-4.97,67,0,7.72,US,1669867554
283,vieques,18.425,-65.8329,27.01,74,40,4.63,PR,1669867555
284,varzea da palma,-17.5981,-44.7308,20.43,86,44,0.29,BR,1669867555
285,siemiatycze,52.4272,22.8623,-2.01,95,100,3.38,PL,1669867556
286,hasaki,35.7333,140.8333,10.22,77,100,9.06,JP,1669867556
287,tekeli,44.83,78.8239,-1.77,91,100,3.72,KZ,1669867556
288,salinopolis,-0.6136,-47.3561,25.78,83,28,3.82,BR,1669867557
289,salalah,17.0151,54.0924,23.05,60,20,2.06,OM,1669867557
290,alice springs,-23.7,133.8833,29.75,14,0,6.17,AU,1669867287
291,hirara,24.8,125.2833,22.26,78,100,11.09,JP,1669867558
292,calvinia,-31.4707,19.776,17.85,40,5,1.36,ZA,1669867558
293,bulungu,-4.55,18.6,20.11,98,100,0.56,CD,1669867558
294,tilichiki,60.4667,166.1,0.64,97,100,11.18,RU,1669867559
295,vastse-kuuste,58.1669,26.9343,-4.09,99,99,1.35,EE,1669867559
296,lompoc,34.6391,-120.4579,13.21,88,100,1.54,US,1669867301
297,upata,8.0086,-62.3989,22.33,98,8,1.47,VE,1669867559
298,bani,18.2833,-70.3333,24.36,81,1,4.83,DO,1669867560
299,acapulco,16.8634,-99.8901,26.9,83,75,1.54,MX,1669867560
300,mahebourg,-20.4081,57.7,26.81,69,40,3.09,MU,1669867449
301,komsomolskiy,40.4272,71.7189,9.4,61,100,6.17,UZ,1669867560
302,shelburne,44.0787,-80.2041,-3.82,93,88,10.08,CA,1669867561
303,celestun,20.8667,-90.4,25.4,81,31,6.67,MX,1669867561
304,katete,-0.7818,29.7544,14.95,98,100,1.33,UG,1669867562
305,leningradskiy,69.3833,178.4167,-10.94,90,100,4.63,RU,1669867562
306,novoagansk,61.9449,76.6625,-28.03,100,70,1.41,RU,1669867562
307,akyab,20.15,92.9,28.34,68,12,1.86,MM,1669867563
308,plainview,40.7765,-73.4673,7.54,58,20,8.75,US,1669867563
309,sortland,68.6949,15.4162,3.98,97,100,1.83,NO,1669867563
310,neustadt,49.7117,12.0872,1.29,93,100,0.0,DE,1669867564
311,husavik,66.0449,-17.3389,5.08,84,56,7.02,IS,1669867564
312,shingu,33.7333,135.9833,13.71,43,64,0.43,JP,1669867423
313,uray,60.1247,64.7758,-18.28,97,93,1.38,RU,1669867565
314,cockburn town,21.4612,-71.1419,27.03,72,75,8.56,TC,1669867403
315,nabire,-3.3667,135.4833,28.55,76,100,1.31,ID,1669867565
316,teya,60.3778,92.6267,-16.7,95,100,2.22,RU,1669867566
317,hofn,64.2539,-15.2082,7.71,81,63,10.13,IS,1669867277
318,longido,-2.7333,36.6833,17.58,88,100,3.36,TZ,1669867566
319,westport,41.1415,-73.3579,7.9,61,0,5.66,US,1669867567
320,mattru,7.6244,-11.8332,22.89,96,87,0.44,SL,1669867300
321,puerto narino,-3.7703,-70.3831,24.11,92,100,1.81,CO,1669867567
322,iqaluit,63.7506,-68.5145,-25.73,62,78,4.02,CA,1669867324
323,catuday,16.2923,119.8062,29.24,63,37,2.06,PH,1669867568
324,inirida,3.8653,-67.9239,22.71,97,98,1.71,CO,1669867568
325,port hardy,50.6996,-127.4199,-6.55,70,55,4.19,CA,1669867403
326,west wendover,40.7391,-114.0733,-2.44,69,100,0.0,US,1669867569
327,baijiantan,45.6333,85.1833,-9.52,29,95,2.0,CN,1669867569
328,pangnirtung,66.1451,-65.7125,-28.76,77,5,1.94,CA,1669867439
329,vanimo,-2.6741,141.3028,26.66,85,100,3.07,PG,1669867570
330,college,64.8569,-147.8028,-13.22,83,100,1.54,US,1669867570
331,hauterive,46.0901,3.4459,5.42,83,93,2.78,FR,1669867570
332,yatou,37.15,122.3833,2.04,45,67,7.25,CN,1669867571
333,maua,-23.6678,-46.4614,20.2,91,59,2.18,BR,1669867571
334,jishou,28.3167,109.7167,-0.37,88,100,1.36,CN,1669867572
335,faanui,-16.4833,-151.75,26.97,78,33,6.45,PF,1669867572
336,mount isa,-20.7333,139.5,32.87,15,0,5.66,AU,1669867572
337,medea,36.2642,2.7539,6.03,72,94,2.41,DZ,1669867573
338,yulara,-25.2406,130.9889,31.71,12,0,2.58,AU,1669867573
339,bandarbeyla,9.4942,50.8122,25.66,81,9,7.87,SO,1669867573
340,constantine,36.365,6.6147,6.34,75,49,1.46,DZ,1669867574
341,wattegama,6.7989,81.4808,28.15,66,100,1.98,LK,1669867574
342,chumikan,54.7183,135.315,-21.99,75,99,10.88,RU,1669867574
343,mandurah,-32.55,115.7,20.55,73,91,6.02,AU,1669867575
344,haines junction,60.7522,-137.5108,-18.62,89,99,0.45,CA,1669867575
345,mandasa,18.8667,84.4667,27.45,56,0,2.8,IN,1669867575
346,lokosovo,61.1333,74.8167,-27.59,99,38,0.68,RU,1669867576
347,richards bay,-28.783,32.0377,20.11,80,93,4.02,ZA,1669867576
348,torbay,47.6666,-52.7314,-4.29,88,21,4.88,CA,1669867535
349,prince rupert,54.3161,-130.3201,-8.01,48,0,3.84,CA,1669867569
350,psedakh,43.4672,44.5692,0.22,87,100,3.35,RU,1669867577
351,ancud,-41.8697,-73.8203,7.03,83,2,2.12,CL,1669867577
352,mahon,39.8885,4.2658,8.31,87,0,3.09,ES,1669867578
353,khowai,24.1,91.6333,26.88,53,9,1.27,IN,1669867578
354,lujan,-34.5703,-59.105,19.84,96,100,1.79,AR,1669867578
355,port hawkesbury,45.6169,-61.3485,7.17,85,100,7.6,CA,1669867579
356,moshenskoye,58.5102,34.5911,-13.21,94,47,1.73,RU,1669867579
357,korem,12.5058,39.5228,8.12,64,0,0.86,ET,1669867579
358,kisoro,-1.2854,29.685,13.06,92,100,0.59,UG,1669867580
359,ketchikan,55.3422,-131.6461,-5.74,49,0,3.6,US,1669867580
360,filadelfia,39.9523,-75.1638,6.12,54,20,10.29,US,1669867526
361,inuvik,68.3499,-133.7218,-14.58,85,100,2.06,CA,1669867581
362,coihaique,-45.5752,-72.0662,3.43,96,35,2.74,CL,1669867398
363,coahuayana,18.7333,-103.6833,23.98,90,40,1.26,MX,1669867581
364,la ronge,55.1001,-105.2842,-20.16,90,100,3.36,CA,1669867582
365,gushikawa,26.3544,127.8686,20.57,75,100,7.2,JP,1669867582
366,kichera,55.9375,110.0997,-18.88,90,100,1.23,RU,1669867583
367,hovd,48.0056,91.6419,-17.08,64,42,0.54,MN,1669867317
368,lakes entrance,-37.8811,147.981,16.76,68,27,4.67,AU,1669867583
369,troitskoye,52.9821,84.6757,-19.76,81,1,3.27,RU,1669867584
370,imeni babushkina,59.7573,43.1285,-13.73,98,75,0.99,RU,1669867584
371,brae,60.3964,-1.353,8.93,84,100,10.69,GB,1669867584
372,namibe,-15.1961,12.1522,20.55,78,99,3.3,AO,1669867585
373,quatre cocos,-20.2078,57.7625,26.72,69,48,3.73,MU,1669867585
374,orcopampa,-15.2661,-72.3417,5.6,64,11,1.42,PE,1669867586
375,yenangyaung,20.4667,94.8833,30.06,45,20,3.14,MM,1669867586
376,fallon,39.4735,-118.7774,6.36,44,75,0.0,US,1669867586
377,minuri,16.535,121.8574,29.78,62,58,2.84,PH,1669867587
378,kankakee,41.15,-87.8667,-5.08,71,0,7.2,US,1669867587
379,humaita,-7.5061,-63.0208,23.18,96,100,0.61,BR,1669867587
380,okhotsk,59.3833,143.3,-19.01,98,100,5.07,RU,1669867588
381,ust-ilimsk,58.0006,102.6619,-19.04,93,100,3.39,RU,1669867588
382,pangai,-19.8,-174.35,27.09,77,64,4.32,TO,1669867588
383,shenjiamen,29.9576,122.298,8.64,89,100,9.7,CN,1669867589
384,ornskoldsvik,63.2909,18.7153,-0.47,100,100,1.03,SE,1669867589
385,mangan,27.5167,88.5333,21.99,31,0,2.14,IN,1669867590
386,rawson,-43.3002,-65.1023,14.01,69,0,8.95,AR,1669867590
387,arys,42.4252,68.795,-0.78,70,8,2.08,KZ,1669867590
388,nizhniy ingash,56.2,96.53,-18.11,94,100,6.32,RU,1669867591
389,todos santos,23.45,-110.2167,21.91,84,1,1.93,MX,1669867591
390,udachnyy,66.4167,112.4,-26.42,75,100,9.18,RU,1669867592
391,bathsheba,13.2167,-59.5167,25.34,80,17,7.75,BB,1669867386
392,cabedelo,-6.9811,-34.8339,25.74,75,98,4.23,BR,1669867592
393,campobasso,41.6333,14.5833,6.64,88,100,1.69,IT,1669867592
394,san ignacio,17.1561,-89.0714,23.08,94,0,2.06,BZ,1669867593
395,kalmunai,7.4167,81.8167,27.47,75,100,1.17,LK,1669867593
396,jumla,29.2747,82.1838,15.14,12,0,1.08,NP,1669867385
397,daru,-9.0763,143.2092,30.28,63,100,3.58,PG,1669867594
398,valle de allende,26.9333,-105.4,14.34,42,0,3.88,MX,1669867594
399,kavaratti,10.5669,72.642,27.64,71,80,1.47,IN,1669867594
400,coquimbo,-29.9533,-71.3436,15.1,85,37,1.09,CL,1669867397
401,waipawa,-41.4122,175.5153,13.66,62,59,4.34,NZ,1669867595
402,cachipay,5.2667,-74.5667,20.47,97,54,1.09,CO,1669867595
403,mana,5.6592,-53.7767,24.34,88,50,3.36,GF,1669867595
404,victoria,22.2855,114.1577,17.96,71,100,5.36,HK,1669867360
405,pakxan,18.3778,103.6601,30.21,53,37,2.69,LA,1669867596
406,mehamn,71.0357,27.8492,-0.03,93,75,3.09,NO,1669867596
407,tazovskiy,67.4667,78.7,-20.55,100,98,3.49,RU,1669867597
408,codrington,-38.2667,141.9667,16.46,72,83,5.63,AU,1669867477
409,kloulklubed,7.0419,134.2556,30.28,75,99,7.08,PW,1669867597
410,marsaxlokk,35.8419,14.5431,14.49,82,20,3.6,MT,1669867598
411,stranda,62.3096,6.9358,4.22,98,16,2.66,NO,1669867598
412,boyabat,41.4689,34.7667,8.73,85,100,0.12,TR,1669867598
413,berlevag,70.8578,29.0864,0.0,80,100,2.57,NO,1669867483
414,jasper,37.2001,-94.3502,-2.47,66,0,0.0,US,1669867599
415,cessnock,-32.8333,151.35,21.46,49,100,4.3,AU,1669867599
416,kamina,-8.7386,24.9906,17.08,96,100,0.83,CD,1669867600
417,nhulunbuy,-12.2333,136.7667,33.34,52,40,6.17,AU,1669867600
418,manokwari,-0.8667,134.0833,28.08,74,100,3.03,ID,1669867600
419,gat,31.61,34.7642,14.11,60,0,1.6,IL,1669867601
420,green river,41.5286,-109.4662,-5.78,64,14,1.3,US,1669867601
421,bose,45.4612,8.0137,6.27,78,81,0.63,IT,1669867602
422,grindavik,63.8424,-22.4338,6.26,87,75,11.32,IS,1669867602
423,egvekinot,66.3167,-179.1667,-12.59,98,100,0.73,RU,1669867602
424,krasnovishersk,60.4078,57.082,-16.27,99,85,0.99,RU,1669867603
425,henties bay,-22.116,14.2845,15.29,92,6,1.9,NA,1669867603
426,apatzingan,19.0833,-102.35,24.43,71,42,0.9,MX,1669867468
427,antofagasta,-23.65,-70.4,17.6,79,4,1.87,CL,1669867564
428,hamilton,39.1834,-84.5333,-0.43,65,0,2.68,US,1669867310
429,makakilo city,21.3469,-158.0858,25.18,69,100,3.6,US,1669867604
430,magway,20.15,94.9167,30.21,47,37,2.78,MM,1669867604
431,manta,-0.95,-80.7333,21.88,88,75,2.06,EC,1669867605
432,maumere,-8.6199,122.2111,29.21,69,84,1.22,ID,1669867605
433,iralaya,15.0,-83.2333,25.83,84,2,5.47,HN,1669867605
434,bubaque,11.2833,-15.8333,27.47,63,37,7.02,GW,1669867606
435,tucurui,-3.7661,-49.6725,23.99,90,100,0.78,BR,1669867570
436,la rioja,42.25,-2.5,-3.12,93,5,1.19,ES,1669867606
437,donghai,22.9459,115.642,14.72,69,97,4.24,CN,1669867606
438,gbely,48.718,17.1163,2.06,93,98,2.3,SK,1669867607
439,tevaitoa,-16.7833,-151.5,26.75,79,55,6.82,PF,1669867607
440,okmulgee,35.6234,-95.9605,1.11,64,0,0.0,US,1669867564
441,tautira,-17.7333,-149.15,25.69,83,31,6.43,PF,1669867608
442,montague,42.5356,-72.5351,6.08,79,54,6.13,US,1669867608
443,tual,-5.6667,132.75,27.35,78,100,6.94,ID,1669867319
444,adre,13.4667,22.2,20.48,28,62,3.68,TD,1669867608
445,ghanzi,-21.5667,21.7833,20.89,38,1,3.81,BW,1669867609
446,birjand,32.8663,59.2211,11.96,32,100,0.98,IR,1669867609
447,balud,10.1476,123.6953,29.98,77,93,6.48,PH,1669867609
448,manakara,-22.1333,48.0167,23.44,87,44,2.94,MG,1669867610
449,santa cruz del sur,20.7147,-77.9956,24.1,83,60,5.87,CU,1669867610
450,bokoro,12.3807,17.0568,21.39,20,55,3.87,TD,1669867610
451,ust-kan,50.9276,84.761,-17.56,75,6,1.15,RU,1669867611
452,gizo,-8.103,156.8419,28.74,71,100,2.06,SB,1669867611
453,cody,44.5263,-109.0565,-4.89,68,0,4.63,US,1669867612
454,la peca,-5.6111,-78.435,21.0,77,68,1.1,PE,1669867612
455,gorin,51.1983,136.6669,-17.76,71,84,1.7,RU,1669867612
456,opuwo,-18.0607,13.84,20.5,51,53,0.87,NA,1669867613
457,rio grande,-32.035,-52.0986,21.5,93,98,8.03,BR,1669867613
458,visby,57.6409,18.296,3.12,93,75,3.09,SE,1669867613
459,yar-sale,66.8333,70.8333,-22.07,97,8,2.9,RU,1669867614
460,arawa,-6.2132,155.5367,27.05,87,99,1.72,PG,1669867614
461,praia,14.9215,-23.5087,23.12,68,100,5.71,CV,1669867615
462,teguldet,57.3064,88.1667,-20.67,94,94,2.51,RU,1669867615
463,la palma,33.8464,-118.0467,15.03,74,40,0.0,US,1669867615
464,central point,42.376,-122.9164,7.07,84,100,3.6,US,1669867392
465,ambanja,-13.6833,48.45,24.89,84,47,0.76,MG,1669867616
466,devonport,-41.1667,146.35,19.45,57,2,3.92,AU,1669867616
467,geraldton,-28.7667,114.6,24.23,57,75,6.17,AU,1669867617
468,melfort,52.8667,-104.6177,-19.8,98,100,4.89,CA,1669867617
469,comonfort,20.7167,-100.7667,15.71,72,15,2.36,MX,1669867617
470,watertown,42.3709,-71.1828,7.94,70,40,8.75,US,1669867544
471,borborema,-21.6197,-49.0736,20.88,79,42,3.19,BR,1669867618
472,nouadhibou,20.931,-17.0347,17.87,71,7,7.85,MR,1669867618
473,punta alta,-38.8759,-62.0736,15.3,73,100,5.32,AR,1669867619
474,kutum,14.2,24.6667,18.08,28,20,2.84,SD,1669867619
475,caravelas,-17.7125,-39.2481,23.66,95,100,0.5,BR,1669867619
476,belyy yar,53.6039,91.3903,-26.06,76,20,1.0,RU,1669867620
477,puerto suarez,-18.95,-57.8,23.22,77,100,1.29,BO,1669867620
478,atar,20.5169,-13.0499,19.67,18,2,2.66,MR,1669867358
479,clovis,36.8252,-119.7029,11.58,65,75,1.54,US,1669867620
480,namatanai,-3.6667,152.4333,30.27,62,71,3.58,PG,1669867340
481,riyadh,24.6877,46.7219,17.08,35,88,2.84,SA,1669867621
482,derbent,42.0678,48.2899,4.89,93,100,4.38,RU,1669867621
483,akdepe,42.0551,59.3788,-3.55,48,99,2.35,TM,1669867622
484,ewa beach,21.3156,-158.0072,25.97,70,100,3.6,US,1669867622
485,djambala,-2.5447,14.7533,18.38,97,100,0.99,CG,1669867622
486,port moresby,-9.4431,147.1797,28.5,73,81,3.25,PG,1669867623
487,ponta do sol,32.6667,-17.1,19.45,78,67,3.32,PT,1669867623
488,mbanza-ngungu,-5.25,14.8667,18.94,96,100,1.78,CD,1669867623
489,kosh-agach,50.0,88.6667,-22.09,60,1,0.36,RU,1669867624
490,paveh,35.0434,46.3565,8.34,75,79,2.67,IR,1669867624
491,tambopata,-12.7333,-69.1833,23.13,90,81,0.94,PE,1669867624
492,alyangula,-13.8483,136.4192,31.51,50,99,4.49,AU,1669867625
493,kudat,6.8837,116.8477,26.08,85,100,3.49,MY,1669867625
494,kayerkan,69.3497,87.7602,-18.9,99,100,1.33,RU,1669867626
495,doctor juan leon mallorquin,-25.4,-55.2667,22.85,87,1,1.15,PY,1669867627
496,winchester,51.0651,-1.3187,4.68,99,100,1.03,GB,1669867627
497,natal,-5.795,-35.2094,25.5,72,97,3.39,BR,1669867627
498,cianjur,-6.8224,107.1393,30.09,53,93,0.96,ID,1669867628
499,tagab,34.855,69.6492,12.57,20,83,1.83,AF,1669867628
500,kotelnikovo,47.6317,43.1461,-4.25,35,13,6.76,RU,1669867629
501,vao,-22.6667,167.4833,26.63,79,40,4.03,NC,1669867371
502,linguere,15.3953,-15.1193,22.46,18,54,3.82,SN,1669867629
503,kapoeta,4.7717,33.5903,25.86,48,98,6.82,SS,1669867629
504,erenhot,43.6475,111.9767,-14.05,45,0,7.74,CN,1669867630
505,copiapo,-27.3667,-70.3333,14.83,81,2,1.11,CL,1669867630
506,vanderhoof,54.0166,-124.0198,-19.21,80,100,2.33,CA,1669867630
507,hobyo,5.3505,48.5268,26.44,78,61,6.42,SO,1669867631
508,barcelos,41.5388,-8.6151,10.38,88,52,2.63,PT,1669867631
509,adeje,28.1227,-16.726,18.51,76,20,4.12,ES,1669867632
510,sungairaya,0.7,108.9,29.93,65,99,2.0,ID,1669867632
511,quelimane,-17.8786,36.8883,20.62,81,6,2.07,MZ,1669867632
512,betsiamites,48.9413,-68.646,2.05,95,100,4.56,CA,1669867633
513,pires do rio,-17.2997,-48.2794,18.31,91,9,1.82,BR,1669867481
514,belem de sao francisco,-8.7539,-38.9658,26.23,65,97,1.4,BR,1669867633
515,vanavara,60.34,102.2797,-21.52,89,88,3.85,RU,1669867634
516,anshun,26.25,105.9333,0.84,83,100,3.5,CN,1669867634
517,zambezi,-13.5432,23.1047,17.17,92,14,1.84,ZM,1669867634
518,bosaso,11.2842,49.1816,24.97,78,8,0.95,SO,1669867635
519,half moon bay,37.4636,-122.4286,11.31,77,75,3.6,US,1669867635
520,verkhoyansk,67.5447,133.385,-25.98,99,100,0.91,RU,1669867636
521,sitka,57.0531,-135.33,-5.29,44,6,0.87,US,1669867390
522,makhu,31.1033,74.9978,18.95,27,4,1.71,IN,1669867636
523,dehri,24.8667,84.1833,22.38,36,0,1.78,IN,1669867421
524,north bend,43.4065,-124.2243,7.82,94,100,9.77,US,1669867637
525,omsukchan,62.5333,155.8,-17.5,98,100,1.91,RU,1669867637
526,lincoln,40.8,-96.667,-4.43,62,0,1.54,US,1669867533
527,mancio lima,-7.6142,-72.8958,24.21,80,48,1.31,BR,1669867638
528,kargopol,61.5071,38.9456,-10.33,96,100,1.26,RU,1669867638
529,tigil,57.8,158.6667,-4.84,93,100,3.74,RU,1669867638
530,hualmay,-11.0964,-77.6139,19.24,85,75,3.39,PE,1669867639
531,byron bay,-28.65,153.6167,17.19,89,100,9.67,AU,1669867639
532,meaux,48.9167,3.0,4.49,84,65,3.33,FR,1669867639
533,lumeje,-11.55,20.7833,17.35,95,87,0.71,AO,1669867640
534,qaqortoq,60.7167,-46.0333,-6.89,82,66,2.45,GL,1669867640
535,alofi,-19.0595,-169.9187,26.37,78,100,1.73,NU,1669867375
536,south river,40.4465,-74.386,6.25,59,20,3.58,US,1669867641
537,tecoanapa,16.5167,-98.75,25.8,81,80,1.72,MX,1669867641
538,stavern,59.0,10.0333,1.77,93,100,4.49,NO,1669867641
539,mineiros,-17.5694,-52.5511,20.0,71,87,1.76,BR,1669867642
540,aloleng,16.1307,119.7824,31.03,59,39,2.99,PH,1669867642
541,isabela,6.7085,121.9711,31.03,68,52,2.81,PH,1669867643
542,bafoulabe,13.8065,-10.8321,26.83,18,93,1.57,ML,1669867643
543,smithers,54.7804,-127.1743,-19.79,92,28,0.89,CA,1669867431
544,juba,4.8517,31.5825,22.93,66,100,0.51,SS,1669867644
545,dublin,37.7021,-121.9358,10.42,76,0,2.57,US,1669867644
546,beaverlodge,55.2166,-119.4361,-20.73,95,100,2.47,CA,1669867644
547,khandyga,62.6667,135.6,-34.58,92,100,0.69,RU,1669867645
548,paro,27.4305,89.4133,15.22,27,1,2.3,BT,1669867645
549,los llanos de aridane,28.6585,-17.9182,17.86,77,100,4.12,ES,1669867646
